,Video title,Video publish time,Comments added,Shares,Likes,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%),Engagement,year,month,day,dayofweek,subscribers_lag_1,subscribers_lag_2,subscribers_lag_3,subscribers_lag_4,subscribers_lag_5,subscribers_lag_6,subscribers_lag_7,views_lag_1,views_lag_2,views_lag_3,views_lag_4,views_lag_5,views_lag_6,views_lag_7,subscribers_rolling_mean_7,views_rolling_mean_7
205,"Wrong Place, Wrong Time",2016-07-03,0,0,4,16,0.0699,0,144,0.69,4,2016.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,19.0,19.0,36.0,31.0,61.0,149.0,0.14285714285714285,34.142857142857146
206,Just a bit yang #shorts #fyp #foryou,2022-09-26,0,1,4,363,1.0844,2,178,5.06,5,2022.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,57.0,19.0,19.0,36.0,31.0,61.0,0.2857142857142857,77.28571428571429
207,[TF2] - Never Run In A Straight Line #shorts #tf2,2023-05-23,0,0,16,1002,3.5845,2,487,1.85,16,2023.0,5.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,16.0,57.0,19.0,19.0,36.0,31.0,0.5714285714285714,216.0
208,I challenged myself to win 100 times | Genshin Impact TCG #shorts #genshinimpact #genshin,2022-12-21,0,3,7,98,0.6976,0,558,1.61,10,2022.0,12.0,21.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1002.0,363.0,16.0,57.0,19.0,19.0,36.0,0.5714285714285714,224.85714285714286
210,I Can't Believe Ayaka Said This in Genshin Impact #shorts #genshinimpact #funny #meme,2023-05-27,0,1,11,181,0.7641,0,218,2.75,12,2023.0,5.0,27.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,98.0,1002.0,363.0,16.0,57.0,19.0,19.0,0.5714285714285714,248.0
211,EPIC MARKET GARDENING,2016-02-18,0,0,5,35,0.3999,0,201,0.5,5,2016.0,2.0,18.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,181.0,98.0,1002.0,363.0,16.0,57.0,19.0,0.5714285714285714,250.28571428571428
212,Undertale Part 1,2017-03-19,0,0,1,7,0.0782,0,110,0.0,1,2017.0,3.0,19.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,35.0,181.0,98.0,1002.0,363.0,16.0,57.0,0.5714285714285714,243.14285714285714
213,Channel Trailer,2016-06-12,0,0,5,50,0.3969,0,94,0.0,5,2016.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,35.0,181.0,98.0,1002.0,363.0,16.0,0.5714285714285714,248.0
214,[TF2] - Meet The Canon Jumper #shorts #tf2,2023-07-08,0,1,18,1170,3.9539,1,188,3.72,19,2023.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,50.0,7.0,35.0,181.0,98.0,1002.0,363.0,0.42857142857142855,363.2857142857143
216,Taunt kill camp ( Sort of .......),2016-01-01,0,0,3,30,0.4588,0,109,0.92,3,2016.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1170.0,50.0,7.0,35.0,181.0,98.0,1002.0,0.14285714285714285,224.42857142857142
217,{ TF2 } Hale servers are awesome,2016-11-19,0,0,1,23,0.9327,0,148,3.38,1,2016.0,11.0,19.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,1170.0,50.0,7.0,35.0,181.0,98.0,0.14285714285714285,213.71428571428572
218,[TF2] - Pyro Can Pipe Jump #shorts,2023-05-21,0,0,29,1329,5.0558,0,1114,1.17,29,2023.0,5.0,21.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,30.0,1170.0,50.0,7.0,35.0,181.0,0.14285714285714285,377.7142857142857
219,demoman montage,2024-04-25,0,0,1,6,0.0183,0,85,2.35,1,2024.0,4.0,25.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1329.0,23.0,30.0,1170.0,50.0,7.0,35.0,0.14285714285714285,373.57142857142856
220,{ Tf2 } Sniper Montage #3,2017-01-20,0,0,3,43,1.2204,0,161,1.24,3,2017.0,1.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1329.0,23.0,30.0,1170.0,50.0,7.0,0.14285714285714285,378.7142857142857
221,The most useless websites,2016-07-06,0,0,5,21,0.7615,0,229,2.18,5,2016.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,6.0,1329.0,23.0,30.0,1170.0,50.0,0.14285714285714285,374.57142857142856
223,{TF2} How to be a guardian angel,2016-06-20,0,0,3,20,0.1139,0,17,0.0,3,2016.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,43.0,6.0,1329.0,23.0,30.0,1170.0,0.0,210.28571428571428
224,2010,2016-10-06,0,0,3,16,0.0153,0,91,1.1,3,2016.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,43.0,6.0,1329.0,23.0,30.0,0.0,208.28571428571428
225,I don't have time. I wanna get back home,2017-09-07,0,0,0,10,0.0207,0,10,10.0,0,2017.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,21.0,43.0,6.0,1329.0,23.0,0.0,206.42857142857142
226,I Let My Intrusive Thoughts Win #shorts #genshinimpact #navia,2024-02-03,0,0,3,74,0.2303,1,73,4.11,3,2024.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,20.0,21.0,43.0,6.0,1329.0,0.14285714285714285,27.142857142857142
227,{TF2} How to kill the enemy twice,2016-08-22,0,0,3,19,0.0763,0,136,0.74,3,2016.0,8.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,10.0,16.0,20.0,21.0,43.0,6.0,0.14285714285714285,29.0
228,Lemme hear ya say aaaaaa #shorts #foryou #fyp,2022-09-23,0,1,67,2392,5.8534,7,1245,3.29,68,2022.0,9.0,23.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,74.0,10.0,16.0,20.0,21.0,43.0,1.1428571428571428,364.57142857142856
229,{TF2} The SCREEMOBAND,2016-10-14,0,0,2,13,0.1013,0,133,0.0,2,2016.0,10.0,14.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2392.0,19.0,74.0,10.0,16.0,20.0,21.0,1.1428571428571428,363.42857142857144
230,Eminem feels like he's-,2022-06-19,0,0,4,37,0.0946,0,374,4.55,4,2022.0,6.0,19.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,13.0,2392.0,19.0,74.0,10.0,16.0,20.0,1.1428571428571428,365.85714285714283
231,KAWAII YUKA-CHAN // Corpse Party Ch.3 Part 1,2016-08-28,0,0,3,25,0.4269,0,646,0.46,3,2016.0,8.0,28.0,6.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,37.0,13.0,2392.0,19.0,74.0,10.0,16.0,1.1428571428571428,367.14285714285717
232,I caught a spy !,2016-02-09,0,0,4,23,0.0909,0,105,0.95,4,2016.0,2.0,9.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,25.0,37.0,13.0,2392.0,19.0,74.0,10.0,1.1428571428571428,369.0
233,Kokomi Handholding Is Yabai | Genshin Impact #shorts #genshinimpact #funny,2023-07-10,0,1,6,222,0.7055,0,482,3.11,7,2023.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,23.0,25.0,37.0,13.0,2392.0,19.0,74.0,1.0,390.14285714285717
234,How to defend the intelligence [ sort of......],2016-02-15,0,0,5,32,0.1009,0,217,0.46,5,2016.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,222.0,23.0,25.0,37.0,13.0,2392.0,19.0,1.0,392.0
235,Announcement: Going away for a while,2016-07-08,0,0,3,20,0.4174,0,131,0.0,3,2016.0,7.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,222.0,23.0,25.0,37.0,13.0,2392.0,0.0,53.142857142857146
236,TARM- Episode #1 // Verchandise's homecoming ( 50 sub special ),2017-09-07,0,0,4,116,1.4871,0,356,1.12,4,2017.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,222.0,23.0,25.0,37.0,13.0,0.0,67.85714285714286
237,[TF2] - Double Donk Airshot #shorts #tf2,2023-07-04,0,0,9,242,0.7002,0,318,3.14,9,2023.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,20.0,32.0,222.0,23.0,25.0,37.0,0.0,97.14285714285714
238,[TF2] - How To Wombo Combo #shorts #tf2,2023-06-11,0,0,2,131,0.441,0,285,2.46,2,2023.0,6.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,116.0,20.0,32.0,222.0,23.0,25.0,0.0,112.28571428571429
240,2017,2016-10-13,0,0,3,11,0.0253,0,92,0.0,3,2016.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,242.0,116.0,20.0,32.0,222.0,23.0,0.0,110.57142857142857
241,100 winstreak in Genshin Impact #shorts #genshinimpact,2023-04-30,0,0,6,469,1.5982,0,119,3.36,6,2023.0,4.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,131.0,242.0,116.0,20.0,32.0,222.0,0.0,145.85714285714286
242,21,2016-09-03,0,0,3,33,0.0609,0,93,1.08,3,2016.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,11.0,131.0,242.0,116.0,20.0,32.0,0.0,146.0
243,Vermilion by DKD,2017-08-22,0,0,5,50,0.7147,0,249,2.81,5,2017.0,8.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,469.0,11.0,131.0,242.0,116.0,20.0,0.0,150.28571428571428
244,When a New Banner Comes Out | Genshin Impact #shorts #genshinimpact #funny #meme,2023-05-25,0,1,38,1248,3.7816,0,161,2.48,39,2023.0,5.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.0,469.0,11.0,131.0,242.0,116.0,0.0,312.0
245,When the Internet is down,2016-09-05,0,0,4,26,0.0595,0,115,0.87,4,2016.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.0,50.0,33.0,469.0,11.0,131.0,242.0,0.0,281.14285714285717
246,[TF2] - I'm Glad This Exploit Still Exists #shorts,2023-05-22,0,0,1,47,0.1522,0,785,3.06,1,2023.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1248.0,50.0,33.0,469.0,11.0,131.0,0.0,269.14285714285717
247,Need your decision at something,2020-07-06,0,1,2,35,0.1621,0,540,4.07,3,2020.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,26.0,1248.0,50.0,33.0,469.0,11.0,0.0,272.57142857142856
248,I Am Doing TF2 SFM Commissions #shorts #tf2 #sfm,2023-08-26,0,0,6,163,0.4639,1,518,1.54,6,2023.0,8.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,47.0,26.0,1248.0,50.0,33.0,469.0,0.14285714285714285,228.85714285714286
249,DKD plays Rocket League ( w/ Sbbmckean Gaming ),2017-06-27,0,3,3,34,0.8401,0,385,1.04,6,2017.0,6.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,35.0,47.0,26.0,1248.0,50.0,33.0,0.14285714285714285,229.0
250,FULFILLING MY DREAMS // Hot Throttle Part 2,2016-06-20,0,0,2,11,0.1684,0,181,1.66,2,2016.0,6.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,163.0,35.0,47.0,26.0,1248.0,50.0,0.14285714285714285,223.42857142857142
251,{TF2} Helltower Halloween contract,2016-11-01,0,0,2,48,0.9797,0,491,4.89,2,2016.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,34.0,163.0,35.0,47.0,26.0,1248.0,0.14285714285714285,52.0
252,THAT STUPID GHOST // Corpse Party Ch.2 Part 1,2016-07-03,0,0,2,13,0.6329,0,154,1.3,2,2016.0,7.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,11.0,34.0,163.0,35.0,47.0,26.0,0.14285714285714285,50.142857142857146
253,{ Tf2 } Close call,2016-08-20,0,0,2,16,0.0564,0,26,3.85,2,2016.0,8.0,20.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,48.0,11.0,34.0,163.0,35.0,47.0,0.14285714285714285,45.714285714285715
255,I Main Navia Now #shorts #genshinimpact #navia,2024-02-03,0,0,8,321,1.863,0,178,3.93,8,2024.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,13.0,48.0,11.0,34.0,163.0,35.0,0.14285714285714285,86.57142857142857
